Opinion_A,Opinion_B,m0,count_A,count_B,invalid,n_total,discard_rate
liberal,conservative,0.92,100,0,0,100,0.0
liberal,conservative,0.8,100,0,0,100,0.0
liberal,conservative,0.6,100,0,0,100,0.0
liberal,conservative,0.2,98,0,2,100,0.02
liberal,conservative,0.08,98,0,2,100,0.02
liberal,conservative,-0.08,91,4,5,100,0.05
liberal,conservative,-0.2,77,18,5,100,0.05
liberal,conservative,-0.6,27,67,6,100,0.06
liberal,conservative,-0.8,13,81,6,100,0.06
liberal,conservative,-0.92,6,63,31,100,0.31
pro-life,pro-choice,0.92,83,14,3,100,0.03
pro-life,pro-choice,0.8,81,19,0,100,0.0
pro-life,pro-choice,0.6,71,29,0,100,0.0
pro-life,pro-choice,0.2,13,86,1,100,0.01
pro-life,pro-choice,0.08,4,94,2,100,0.02
pro-life,pro-choice,-0.08,0,100,0,100,0.0
pro-life,pro-choice,-0.2,0,98,2,100,0.02
pro-life,pro-choice,-0.6,0,98,2,100,0.02
pro-life,pro-choice,-0.8,1,99,0,100,0.0
pro-life,pro-choice,-0.92,0,100,0,100,0.0
capitalism,socialism,0.92,99,1,0,100,0.0
capitalism,socialism,0.8,99,1,0,100,0.0
capitalism,socialism,0.6,100,0,0,100,0.0
capitalism,socialism,0.2,60,40,0,100,0.0
capitalism,socialism,0.08,42,58,0,100,0.0
capitalism,socialism,-0.08,14,86,0,100,0.0
capitalism,socialism,-0.2,4,96,0,100,0.0
capitalism,socialism,-0.6,0,100,0,100,0.0
capitalism,socialism,-0.8,0,100,0,100,0.0
capitalism,socialism,-0.92,0,100,0,100,0.0
globalism,nationalism,0.92,99,1,0,100,0.0
globalism,nationalism,0.8,100,0,0,100,0.0
globalism,nationalism,0.6,100,0,0,100,0.0
globalism,nationalism,0.2,99,1,0,100,0.0
globalism,nationalism,0.08,95,5,0,100,0.0
globalism,nationalism,-0.08,57,43,0,100,0.0
globalism,nationalism,-0.2,37,63,0,100,0.0
globalism,nationalism,-0.6,1,99,0,100,0.0
globalism,nationalism,-0.8,0,100,0,100,0.0
globalism,nationalism,-0.92,2,98,0,100,0.0
climate change believer,climate change skeptic,0.92,89,0,11,100,0.11
climate change believer,climate change skeptic,0.8,88,0,12,100,0.12
climate change believer,climate change skeptic,0.6,80,0,20,100,0.2
climate change believer,climate change skeptic,0.2,67,0,33,100,0.33
climate change believer,climate change skeptic,0.08,65,0,35,100,0.35
climate change believer,climate change skeptic,-0.08,71,0,29,100,0.29
climate change believer,climate change skeptic,-0.2,66,1,33,100,0.33
climate change believer,climate change skeptic,-0.6,40,0,60,100,0.6
climate change believer,climate change skeptic,-0.8,33,0,67,100,0.67
climate change believer,climate change skeptic,-0.92,9,0,91,100,0.91
gun control,gun rights,0.92,97,2,1,100,0.01
gun control,gun rights,0.8,92,7,1,100,0.01
gun control,gun rights,0.6,85,15,0,100,0.0
gun control,gun rights,0.2,34,65,1,100,0.01
gun control,gun rights,0.08,17,83,0,100,0.0
gun control,gun rights,-0.08,2,98,0,100,0.0
gun control,gun rights,-0.2,1,99,0,100,0.0
gun control,gun rights,-0.6,0,100,0,100,0.0
gun control,gun rights,-0.8,0,100,0,100,0.0
gun control,gun rights,-0.92,1,99,0,100,0.0
open borders,closed borders,0.92,100,0,0,100,0.0
open borders,closed borders,0.8,100,0,0,100,0.0
open borders,closed borders,0.6,100,0,0,100,0.0
open borders,closed borders,0.2,100,0,0,100,0.0
open borders,closed borders,0.08,100,0,0,100,0.0
open borders,closed borders,-0.08,100,0,0,100,0.0
open borders,closed borders,-0.2,98,2,0,100,0.0
open borders,closed borders,-0.6,59,41,0,100,0.0
open borders,closed borders,-0.8,34,66,0,100,0.0
open borders,closed borders,-0.92,24,75,1,100,0.01
universal healthcare,private healthcare,0.92,100,0,0,100,0.0
universal healthcare,private healthcare,0.8,100,0,0,100,0.0
universal healthcare,private healthcare,0.6,100,0,0,100,0.0
universal healthcare,private healthcare,0.2,100,0,0,100,0.0
universal healthcare,private healthcare,0.08,100,0,0,100,0.0
universal healthcare,private healthcare,-0.08,100,0,0,100,0.0
universal healthcare,private healthcare,-0.2,94,6,0,100,0.0
universal healthcare,private healthcare,-0.6,43,57,0,100,0.0
universal healthcare,private healthcare,-0.8,14,86,0,100,0.0
universal healthcare,private healthcare,-0.92,9,89,2,100,0.02
tax the rich,lower taxes,0.92,100,0,0,100,0.0
tax the rich,lower taxes,0.8,100,0,0,100,0.0
tax the rich,lower taxes,0.6,100,0,0,100,0.0
tax the rich,lower taxes,0.2,83,17,0,100,0.0
tax the rich,lower taxes,0.08,64,36,0,100,0.0
tax the rich,lower taxes,-0.08,27,73,0,100,0.0
tax the rich,lower taxes,-0.2,14,86,0,100,0.0
tax the rich,lower taxes,-0.6,0,100,0,100,0.0
tax the rich,lower taxes,-0.8,0,100,0,100,0.0
tax the rich,lower taxes,-0.92,0,100,0,100,0.0
big government,small government,0.92,32,65,3,100,0.03
big government,small government,0.8,40,59,1,100,0.01
big government,small government,0.6,23,77,0,100,0.0
big government,small government,0.2,0,100,0,100,0.0
big government,small government,0.08,0,100,0,100,0.0
big government,small government,-0.08,0,100,0,100,0.0
big government,small government,-0.2,0,100,0,100,0.0
big government,small government,-0.6,0,100,0,100,0.0
big government,small government,-0.8,0,100,0,100,0.0
big government,small government,-0.92,0,100,0,100,0.0
